Date,Month,Platform,Customer_Segment,Campaign_Type,Region,Ad_Spend,Campaign_Score,Competitor_Index,Economic_Index,Discount_Pct,Channels_Used,CSAT_Score,Website_Traffic,Seasonal_Factor,Sales
2022-01-01,1,Social Media,Youth (18-25),Retargeting,Central,2629.39,72.4,0.501,1.021,9.12,4,4.06,3622,0.75,3780.46
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,Central,7655.82,69.7,0.599,0.932,7.62,5,3.91,11599,0.75,8260.94
2022-01-01,1,Email,Young Adults (26-35),Lead Generation,West,13802.97,84.38,0.267,1.029,,5,4.27,5903,0.75,9005.85
2022-01-01,1,Google Ads,Young Adults (26-35),Retargeting,South,41663.52,80.86,0.735,1.108,25.1,2,3.21,6750,0.75,27848.59
2022-01-01,1,Email,Corporate,Product Launch,Central,19919.8,79.29,0.859,1.159,1.93,3,4.31,4632,0.75,16881.78
2022-01-01,1,Social Media,Youth (18-25),Seasonal Promo,South,18223.6,51.58,0.813,0.747,26.62,3,4.47,17781,0.75,11510.67
2022-01-01,1,Google Ads,Middle-Aged (36-50),Product Launch,East,4327.46,93.23,0.357,0.917,3.76,5,3.67,2438,0.75,6061.95
2022-01-01,1,Google Ads,Youth (18-25),Seasonal Promo,East,4200.92,74.26,0.425,0.97,1.96,3,3.32,2580,0.75,4353.0
2022-01-01,1,TV,Corporate,Retargeting,East,18444.19,85.5,0.747,1.046,16.89,5,3.56,3575,0.75,16787.48
2022-01-01,1,Google Ads,Youth (18-25),Brand Awareness,Central,3414.87,52.38,0.576,0.835,15.07,1,,8122,0.75,1605.82
2022-01-01,1,Email,Young Adults (26-35),Retargeting,East,7848.85,94.6,0.538,0.902,14.74,3,3.71,9294,0.75,8007.83
2022-01-01,1,Radio,Middle-Aged (36-50),Retargeting,West,22046.68,68.45,0.841,1.013,17.24,3,3.43,2806,0.75,15472.08
2022-01-01,1,Email,Middle-Aged (36-50),Retargeting,West,5002.41,,0.529,1.008,8.61,5,4.03,12050,0.75,4885.8
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,Central,66526.52,75.9,0.512,1.038,19.89,5,4.12,1843,0.75,44488.69
2022-01-01,1,Social Media,Young Adults (26-35),Retargeting,South,45430.38,53.1,0.134,1.044,15.07,2,3.62,10025,0.75,32360.56
2022-01-01,1,Radio,Young Adults (26-35),Lead Generation,North,2775.48,85.81,0.156,1.034,10.04,3,2.82,7028,0.75,4033.8
2022-01-01,1,Social Media,Young Adults (26-35),Retargeting,South,5258.65,46.89,0.106,1.019,24.8,4,4.02,5001,0.75,8606.69
2022-01-01,1,Radio,Young Adults (26-35),Brand Awareness,South,1358.62,75.14,0.831,1.006,21.83,5,3.06,7888,0.75,7046.5
2022-01-01,1,Google Ads,Young Adults (26-35),Seasonal Promo,South,6108.33,89.37,0.427,1.066,11.81,4,3.92,4363,0.75,6514.43
2022-01-01,1,Radio,Young Adults (26-35),Brand Awareness,South,28749.87,47.1,0.475,0.776,25.43,1,3.84,6343,0.75,13984.09
2022-01-01,1,TV,Young Adults (26-35),Brand Awareness,North,8831.72,62.97,0.776,1.154,27.61,1,3.64,54506,0.75,8343.71
2022-01-01,1,Print,Middle-Aged (36-50),Lead Generation,East,21179.67,94.41,0.587,0.78,16.11,4,,12019,0.75,12044.19
2022-01-01,1,Google Ads,Corporate,Retargeting,South,2915.12,68.23,0.588,0.892,6.45,1,3.98,2857,0.75,5628.46
2022-01-01,1,TV,Middle-Aged (36-50),Lead Generation,West,29672.48,84.71,0.337,0.977,27.47,4,3.99,3621,0.75,22045.89
2022-01-01,1,Google Ads,Youth (18-25),Lead Generation,Central,7668.61,85.86,0.767,1.067,5.68,2,4.21,16452,0.75,6385.58
2022-01-01,1,Google Ads,Youth (18-25),Retargeting,Central,13523.3,,0.233,0.7,1.45,2,,3311,0.75,10900.8
2022-01-01,1,Email,Corporate,Lead Generation,West,12174.82,75.46,0.143,0.997,9.82,1,3.59,26924,0.75,10911.69
2022-01-01,1,Radio,Young Adults (26-35),Product Launch,South,3746.03,77.4,0.253,1.079,21.81,4,4.34,10565,0.75,4440.67
2022-01-01,1,Print,Youth (18-25),Product Launch,North,4217.15,55.27,0.314,1.099,27.7,4,4.12,1266,0.75,4501.7
2022-01-01,1,TV,Middle-Aged (36-50),Retargeting,East,35164.58,89.38,0.326,0.93,19.12,4,3.57,11711,0.75,27975.94
2022-01-01,1,Google Ads,Middle-Aged (36-50),Lead Generation,Central,19910.29,,0.636,0.97,28.56,1,2.8,568,0.75,10134.76
2022-01-01,1,Google Ads,Middle-Aged (36-50),Seasonal Promo,East,38179.31,70.06,0.274,0.938,2.77,4,4.0,3468,0.75,27504.28
2022-01-01,1,Email,Young Adults (26-35),Brand Awareness,North,18483.95,86.69,0.641,0.961,1.82,5,4.04,11558,0.75,13198.41
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,Central,15413.37,91.38,0.173,0.897,18.13,4,3.19,760,0.75,10424.22
2022-01-01,1,Social Media,Corporate,Lead Generation,East,2377.94,76.57,0.218,0.911,28.98,5,3.38,37402,0.75,3563.79
2022-01-01,1,Google Ads,Young Adults (26-35),Product Launch,North,10194.8,79.22,0.507,1.043,15.08,2,3.6,12944,0.75,8831.79
2022-01-01,1,Social Media,Middle-Aged (36-50),Brand Awareness,East,12998.84,69.22,0.838,1.013,1.55,5,4.03,1846,0.75,9850.47
2022-01-01,1,Social Media,Middle-Aged (36-50),Retargeting,South,94193.57,77.86,0.788,1.049,6.64,2,5.0,22471,0.75,62855.15
2022-01-01,1,Social Media,Middle-Aged (36-50),Seasonal Promo,North,26554.56,39.97,0.875,1.021,7.34,1,4.36,728,0.75,20297.93
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,East,62072.68,73.93,0.62,1.07,10.14,2,3.05,1794,0.75,41729.64
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,South,24283.14,35.4,0.641,1.088,1.31,2,3.58,1193,0.75,13078.76
2022-01-01,1,Print,Middle-Aged (36-50),Product Launch,South,6559.68,64.77,0.6,0.826,27.15,4,3.75,682,0.75,7147.1
2022-01-01,1,Google Ads,Seniors (51+),Retargeting,North,15019.79,95.92,0.598,0.915,15.47,3,4.05,3522,0.75,12299.78
2022-01-01,1,Google Ads,Corporate,Retargeting,West,16919.53,67.56,0.218,0.977,20.13,2,3.39,5950,0.75,15870.74
2022-01-01,1,Email,Youth (18-25),Brand Awareness,Central,5223.09,82.94,0.535,0.998,2.02,5,4.09,5774,0.75,5034.46
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,North,9096.21,68.54,0.409,0.933,1.62,1,3.54,5599,0.75,6382.88
2022-01-01,1,Radio,Corporate,Lead Generation,South,10875.12,84.51,0.454,1.091,17.59,5,4.09,5180,0.75,8764.39
2022-01-01,1,TV,Middle-Aged (36-50),Brand Awareness,South,66544.08,83.3,0.519,1.198,26.62,1,3.84,1508,0.75,39686.12
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,North,,85.36,0.203,1.019,15.85,5,4.82,2973,0.75,4910.58
2022-01-01,1,Google Ads,Young Adults (26-35),Seasonal Promo,West,44614.69,36.69,0.388,1.008,26.33,2,4.29,313,0.75,33359.65
2022-01-01,1,Radio,Middle-Aged (36-50),Brand Awareness,Central,5235.43,65.8,0.151,1.085,24.33,3,4.46,14466,0.75,1983.04
2022-01-01,1,Radio,Middle-Aged (36-50),Brand Awareness,East,3387.75,86.47,0.884,0.813,2.28,2,3.27,5402,0.75,1806.9
2022-01-01,1,Google Ads,Middle-Aged (36-50),Retargeting,North,43475.03,50.94,0.195,1.003,6.06,4,3.53,5262,0.75,28391.54
2022-01-01,1,Email,Young Adults (26-35),Seasonal Promo,Central,27775.18,69.42,0.307,1.098,19.73,5,3.96,10715,0.75,19537.35
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,Central,46841.21,49.43,0.813,0.936,13.31,3,3.18,11509,0.75,24051.42
2022-01-01,1,Print,Middle-Aged (36-50),Retargeting,South,29753.5,,0.486,0.877,8.72,5,4.32,3424,0.75,15603.74
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,East,104803.77,67.78,0.209,0.981,12.56,4,3.87,4372,0.75,60494.89
2022-01-01,1,Radio,Young Adults (26-35),Brand Awareness,North,23358.68,14.84,0.407,0.994,13.36,4,4.35,23532,0.75,14431.54
2022-01-01,1,Email,Corporate,Brand Awareness,South,11424.58,87.37,0.193,0.909,27.32,4,4.04,2737,0.75,8626.29
2022-01-01,1,Email,Young Adults (26-35),Seasonal Promo,South,18824.72,93.1,0.26,1.21,3.1,2,3.82,23323,0.75,13492.05
2022-01-01,1,Google Ads,Seniors (51+),Brand Awareness,West,46326.49,61.6,0.142,0.952,,2,3.74,3462,0.75,18954.57
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,Central,6128.01,80.0,0.451,0.885,16.13,3,3.42,729,0.75,3946.86
2022-01-01,1,Social Media,Middle-Aged (36-50),Lead Generation,North,6961.23,56.65,0.745,0.991,20.95,4,3.39,5375,0.75,7364.55
2022-01-01,1,Social Media,Corporate,Seasonal Promo,North,9808.85,61.64,0.569,1.091,18.92,2,4.24,3435,0.75,11714.58
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,North,1628.5,82.55,0.585,1.002,28.25,1,4.13,1276,0.75,4576.18
2022-01-01,1,TV,Youth (18-25),Lead Generation,South,15337.84,60.69,0.26,1.049,23.87,1,4.42,4532,0.75,9545.7
2022-01-01,1,Google Ads,Young Adults (26-35),Brand Awareness,West,2026.11,78.36,0.375,0.913,16.71,2,3.53,3024,0.75,3159.57
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,East,14087.73,,0.776,1.149,6.44,3,4.36,32011,0.75,9216.84
2022-01-01,1,Print,Middle-Aged (36-50),Retargeting,South,31738.63,89.9,0.17,1.056,13.53,5,3.71,12945,0.75,20077.72
2022-01-01,1,Radio,Corporate,Retargeting,East,8292.64,,0.786,1.105,20.8,4,4.09,1879,0.75,8692.74
2022-01-01,1,Radio,Young Adults (26-35),Lead Generation,West,71475.92,91.08,0.487,1.037,25.14,2,4.45,2344,0.75,39443.64
2022-01-01,1,Print,Young Adults (26-35),Lead Generation,Central,3101.06,86.09,0.77,1.082,28.79,3,4.84,13367,0.75,4783.03
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,North,,,0.354,0.913,18.16,5,4.34,16523,0.75,26159.15
2022-01-01,1,Google Ads,Middle-Aged (36-50),Lead Generation,East,26242.54,79.04,0.371,0.951,15.81,3,3.9,3522,0.75,18560.24
2022-01-01,1,TV,Youth (18-25),Brand Awareness,South,2401.78,54.41,0.701,1.135,0.53,5,4.08,3038,0.75,2813.94
2022-01-01,1,Email,Middle-Aged (36-50),Seasonal Promo,East,150000.0,81.34,0.728,1.156,2.16,1,4.42,4327,0.75,95080.88
2022-01-01,1,Social Media,Middle-Aged (36-50),Product Launch,Central,12534.68,75.97,0.284,0.885,4.68,5,4.15,6568,0.75,10332.52
2022-01-01,1,TV,Middle-Aged (36-50),Product Launch,North,5555.35,61.96,0.878,1.025,1.64,1,3.6,10154,0.75,6713.26
2022-01-01,1,Social Media,Young Adults (26-35),Seasonal Promo,East,3271.2,26.63,0.168,0.957,12.03,4,4.11,10693,0.75,5260.46
2022-01-01,1,Social Media,Middle-Aged (36-50),Retargeting,Central,10721.24,90.94,0.155,0.93,10.11,2,4.45,1710,0.75,9877.54
2022-01-01,1,Google Ads,Youth (18-25),Seasonal Promo,South,11761.57,89.94,0.576,1.028,19.12,1,4.71,3429,0.75,9811.09
2022-01-01,1,Email,Youth (18-25),Lead Generation,West,14803.89,93.77,0.678,1.114,16.07,3,3.83,609,0.75,9565.12
2022-01-01,1,Email,Seniors (51+),Retargeting,South,9918.96,60.21,0.869,1.045,17.88,5,3.24,4800,0.75,5543.71
2022-01-01,1,Social Media,Middle-Aged (36-50),Lead Generation,North,25165.4,74.54,0.424,0.968,14.16,3,2.91,1226,0.75,20337.3
2022-01-01,1,Radio,Youth (18-25),Lead Generation,South,9066.76,86.4,0.12,1.051,8.33,1,4.2,2364,0.75,6162.81
2022-01-01,1,Social Media,Young Adults (26-35),Seasonal Promo,South,1929.54,88.63,0.582,0.964,28.58,3,3.03,14824,0.75,2334.45
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,South,11506.17,32.78,0.332,1.041,2.59,5,3.96,7259,0.75,8160.53
2022-01-01,1,Radio,Young Adults (26-35),Lead Generation,South,1252.03,88.17,0.446,1.14,28.17,2,4.34,6967,0.75,5659.57
2022-01-01,1,Print,Young Adults (26-35),Product Launch,North,19029.97,76.91,0.491,0.792,9.34,3,3.72,4926,0.75,15744.67
2022-01-01,1,TV,Youth (18-25),Brand Awareness,Central,5017.56,81.14,0.152,1.08,15.38,4,3.05,20005,0.75,5921.34
2022-01-01,1,TV,Young Adults (26-35),Lead Generation,East,15730.56,56.92,0.489,0.846,3.27,5,3.17,2623,0.75,14117.37
2022-01-01,1,Email,Middle-Aged (36-50),Product Launch,West,49715.65,93.32,0.441,1.123,2.13,5,3.34,5788,0.75,36893.83
2022-01-01,1,Email,Middle-Aged (36-50),Retargeting,East,5173.22,66.86,0.67,0.936,12.89,4,3.74,5487,0.75,4066.58
2022-01-01,1,Social Media,Middle-Aged (36-50),Retargeting,East,38609.6,76.93,0.617,0.878,22.25,1,,3468,0.75,28476.86
2022-01-01,1,Google Ads,Youth (18-25),Brand Awareness,West,8661.22,66.28,0.248,1.07,,4,3.81,41701,0.75,9211.78
2022-01-01,1,Google Ads,Corporate,Lead Generation,North,77125.93,73.04,0.265,1.036,16.87,1,4.88,1449,0.75,58274.45
2022-01-01,1,Social Media,Seniors (51+),Seasonal Promo,West,9272.86,92.62,0.301,0.9,8.36,2,4.32,774,0.75,7483.94
2022-01-01,1,Email,Seniors (51+),Retargeting,North,5764.69,75.94,0.243,0.875,11.66,1,3.95,5475,0.75,5758.71
2022-01-01,1,Google Ads,Seniors (51+),Retargeting,East,26562.04,77.17,0.626,0.981,27.19,2,3.76,2689,0.75,18558.28
2022-01-01,1,Social Media,Corporate,Brand Awareness,North,8640.45,55.03,0.896,0.88,25.68,2,3.55,482,0.75,7909.87
2022-01-01,1,Social Media,Middle-Aged (36-50),Brand Awareness,Central,5759.18,91.0,0.622,0.894,15.48,4,3.87,7157,0.75,4601.36
2022-01-01,1,Email,Young Adults (26-35),Product Launch,West,8284.65,79.34,0.585,1.012,7.14,2,4.07,6259,0.75,8997.79
2022-01-01,1,Social Media,Middle-Aged (36-50),Lead Generation,Central,12776.89,60.94,0.428,0.903,5.8,1,3.96,15097,0.75,8631.48
2022-01-01,1,TV,Middle-Aged (36-50),Retargeting,East,51132.73,68.03,0.35,1.043,28.62,3,3.55,2818,0.75,37555.36
2022-01-01,1,Google Ads,Middle-Aged (36-50),Brand Awareness,West,1931.23,81.76,0.829,1.149,6.08,5,3.28,765,0.75,3059.1
2022-01-01,1,Google Ads,Middle-Aged (36-50),Retargeting,East,13671.66,87.34,0.875,0.985,24.25,5,4.73,1923,0.75,11606.48
2022-01-01,1,Email,Youth (18-25),Product Launch,Central,24956.85,87.7,0.497,1.013,11.07,1,,719,0.75,15101.85
2022-01-01,1,TV,Young Adults (26-35),Retargeting,East,16211.05,55.73,0.332,1.202,29.57,3,3.98,21955,0.75,15078.32
2022-01-01,1,Google Ads,Corporate,Brand Awareness,West,49506.79,72.17,0.716,0.881,11.04,2,4.05,13437,0.75,32318.42
2022-01-01,1,Email,Middle-Aged (36-50),Retargeting,West,12402.52,81.03,0.206,1.119,10.55,1,4.35,17735,0.75,11233.49
2022-01-01,1,Email,Middle-Aged (36-50),Seasonal Promo,East,11108.31,58.97,0.712,1.107,19.12,2,3.57,9570,0.75,9086.79
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,West,24157.0,86.7,0.755,1.085,28.85,4,3.74,1211,0.75,17907.78
2022-01-01,1,Radio,Young Adults (26-35),Seasonal Promo,West,14754.65,92.82,0.2,1.129,29.29,3,3.42,3281,0.75,11423.66
2022-01-01,1,TV,Seniors (51+),Retargeting,East,9041.6,63.99,0.881,1.028,21.22,5,3.8,10856,0.75,9729.4
2022-01-01,1,Email,Middle-Aged (36-50),Seasonal Promo,Central,22384.95,58.16,0.888,0.942,22.64,1,3.46,898,0.75,16977.14
2022-01-01,1,TV,Seniors (51+),Retargeting,West,6956.78,76.9,0.849,1.109,16.9,5,3.3,7637,0.75,4442.37
2022-01-01,1,TV,Young Adults (26-35),Brand Awareness,West,7250.48,71.76,0.497,1.113,22.67,2,2.99,10703,0.75,6104.6
2022-01-01,1,Email,Middle-Aged (36-50),Lead Generation,West,7879.39,58.69,0.297,1.111,25.79,2,4.63,47250,0.75,6952.87
2022-01-01,1,TV,Young Adults (26-35),Brand Awareness,West,51692.56,,0.566,1.004,14.58,4,3.63,12778,0.75,29699.32
2022-01-01,1,Email,Middle-Aged (36-50),Product Launch,East,533.25,69.08,0.436,0.928,18.6,2,4.04,7903,0.75,3533.44
2022-01-01,1,Email,Young Adults (26-35),Seasonal Promo,Central,19842.85,51.23,0.265,1.019,16.12,2,3.85,5056,0.75,13450.1
2022-01-01,1,Email,Young Adults (26-35),Retargeting,Central,13825.53,74.73,0.439,1.094,16.87,5,4.05,8461,0.75,10095.81
2022-01-01,1,TV,Middle-Aged (36-50),Lead Generation,North,2487.74,64.22,0.631,1.102,26.7,5,,9049,0.75,3135.14
2022-01-01,1,Social Media,Corporate,Brand Awareness,West,18210.01,64.02,0.157,0.957,10.67,1,3.57,619,0.75,15876.18
2022-01-01,1,Radio,Youth (18-25),Seasonal Promo,West,21498.79,52.47,0.367,1.032,6.25,1,4.38,6084,0.75,13399.12
2022-01-01,1,Radio,Seniors (51+),Lead Generation,North,24092.1,50.02,0.114,0.869,13.69,2,4.77,349,0.75,10766.94
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,Central,942.16,72.48,0.7,1.098,6.24,3,3.62,516,0.75,2226.92
2022-01-01,1,TV,Young Adults (26-35),Retargeting,South,52385.73,92.87,0.613,0.922,14.95,1,3.68,5125,0.75,41595.24
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,South,6388.55,26.6,0.15,1.079,27.11,2,4.33,7931,0.75,7260.55
2022-01-01,1,Google Ads,Young Adults (26-35),Lead Generation,Central,26544.23,71.29,0.872,0.885,18.52,5,4.02,1305,0.75,18271.89
2022-01-01,1,Email,Middle-Aged (36-50),Lead Generation,West,28031.21,72.25,0.118,1.103,,4,3.81,14673,0.75,14987.32
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,South,5559.72,75.22,0.572,1.032,4.99,5,3.77,22460,0.75,5542.51
2022-01-01,1,TV,Young Adults (26-35),Product Launch,East,25860.19,59.78,0.721,0.922,27.03,5,3.51,11003,0.75,23424.17
2022-01-01,1,TV,Corporate,Brand Awareness,East,9086.15,68.48,0.73,1.069,18.05,4,3.5,4785,0.75,9363.75
2022-01-01,1,Google Ads,Youth (18-25),Brand Awareness,North,1683.49,80.49,0.127,0.941,0.95,5,3.87,6675,0.75,3552.77
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,Central,42947.85,85.61,0.825,1.075,18.99,1,3.96,5502,0.75,20552.89
2022-01-01,1,Social Media,Young Adults (26-35),Seasonal Promo,Central,6154.6,66.29,0.835,0.973,28.54,5,3.98,6087,0.75,5529.63
2022-01-01,1,Email,Middle-Aged (36-50),Lead Generation,South,5684.55,84.64,0.549,0.828,2.38,4,3.46,1764,0.75,7406.45
2022-01-01,1,Print,Young Adults (26-35),Retargeting,West,8927.88,80.94,0.486,0.902,17.47,2,4.47,3385,0.75,6204.53
2022-01-01,1,Email,Youth (18-25),Brand Awareness,Central,17539.96,79.66,0.136,0.957,27.46,2,2.99,5216,0.75,9443.78
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,South,12616.11,64.33,0.55,1.137,0.29,2,4.06,6885,0.75,8749.78
2022-01-01,1,Email,Youth (18-25),Lead Generation,South,23111.07,50.69,0.428,1.09,18.93,4,3.53,8862,0.75,13354.11
2022-01-01,1,Google Ads,Youth (18-25),Seasonal Promo,Central,3499.97,87.71,0.718,1.162,14.25,4,3.37,1810,0.75,7273.19
2022-01-01,1,TV,Middle-Aged (36-50),Seasonal Promo,South,6358.92,53.11,0.423,1.165,10.41,1,3.64,4134,0.75,8834.76
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,North,,77.84,0.647,0.947,18.83,4,3.0,3757,0.75,6819.4
2022-01-01,1,TV,Seniors (51+),Retargeting,North,,88.63,0.181,0.981,1.58,2,3.98,34873,0.75,55041.25
2022-01-01,1,Google Ads,Middle-Aged (36-50),Product Launch,Central,11922.56,67.42,0.206,0.959,22.59,4,4.61,6309,0.75,12266.15
2022-01-01,1,Print,Youth (18-25),Lead Generation,West,39546.1,90.42,0.212,0.933,0.13,3,3.48,9640,0.75,17423.98
2022-01-01,1,Google Ads,Young Adults (26-35),Seasonal Promo,North,13884.87,62.89,0.136,0.816,9.21,5,4.98,13312,0.75,11142.33
2022-01-01,1,Email,Young Adults (26-35),Brand Awareness,North,8236.59,80.03,0.533,0.999,15.12,1,3.37,11542,0.75,6523.28
2022-01-01,1,Radio,Young Adults (26-35),Product Launch,Central,10438.7,61.58,0.735,0.871,11.31,2,3.59,642,0.75,5597.73
2022-01-01,1,Social Media,Middle-Aged (36-50),Seasonal Promo,East,11288.96,80.28,0.588,0.997,9.22,2,4.48,4112,0.75,11222.92
2022-01-01,1,Radio,Middle-Aged (36-50),Product Launch,South,24431.92,54.59,0.56,1.212,24.93,3,3.2,9681,0.75,14335.18
2022-01-01,1,Email,Young Adults (26-35),Retargeting,North,52818.21,78.21,0.644,0.949,28.04,1,3.69,5597,0.75,35271.03
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,East,19142.78,64.91,0.372,1.019,26.21,5,4.66,927,0.75,14046.78
2022-01-01,1,Google Ads,Seniors (51+),Product Launch,West,43786.36,79.92,0.39,1.091,15.67,1,3.21,1731,0.75,26132.99
2022-01-01,1,Email,Seniors (51+),Lead Generation,East,5090.9,57.73,0.351,1.028,26.52,1,4.1,2022,0.75,3578.35
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,Central,8825.23,84.86,0.67,1.029,27.63,2,4.06,6824,0.75,7327.18
2022-01-01,1,Email,Corporate,Seasonal Promo,West,6474.96,56.83,0.229,0.964,12.28,4,2.84,6211,0.75,8201.54
2022-01-01,1,Google Ads,Corporate,Seasonal Promo,West,18296.13,67.15,0.11,0.977,8.5,5,3.49,22557,0.75,16316.9
2022-01-01,1,Email,Young Adults (26-35),Product Launch,East,9330.48,65.2,0.577,0.904,2.95,1,4.99,4977,0.75,7124.37
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,Central,27716.22,82.79,0.854,1.085,14.37,3,3.91,6024,0.75,16339.67
2022-01-01,1,Radio,Middle-Aged (36-50),Seasonal Promo,North,5265.85,71.64,0.588,0.826,28.39,2,3.99,1290,0.75,6749.11
2022-01-01,1,Print,Corporate,Seasonal Promo,East,13947.16,86.59,0.726,1.097,16.83,4,3.92,4205,0.75,9255.5
2022-01-01,1,Print,Seniors (51+),Brand Awareness,North,26551.94,77.01,0.638,0.86,20.03,4,4.82,47733,0.75,10423.33
2022-01-01,1,Email,Youth (18-25),Lead Generation,East,1693.74,82.6,0.498,1.096,3.39,2,3.31,6919,0.75,6804.73
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,North,111483.44,55.74,0.675,0.965,4.31,1,3.46,2807,0.75,71069.75
2022-01-01,1,TV,Middle-Aged (36-50),Lead Generation,East,10065.29,85.15,0.759,0.877,13.93,2,3.74,7446,0.75,8068.69
2022-01-01,1,Social Media,Middle-Aged (36-50),Product Launch,West,1763.33,67.24,0.28,1.058,28.54,4,4.08,13932,0.75,5634.05
2022-01-01,1,Social Media,Youth (18-25),Retargeting,South,15647.93,56.5,0.369,1.093,,4,3.88,8085,0.75,9560.77
2022-01-01,1,Google Ads,Seniors (51+),Seasonal Promo,West,13814.08,40.14,0.279,0.956,26.32,3,3.89,11288,0.75,10857.68
2022-01-01,1,Google Ads,Middle-Aged (36-50),Product Launch,North,12309.24,75.11,0.462,1.072,3.61,3,3.52,12827,0.75,10436.1
2022-01-01,1,TV,Seniors (51+),Lead Generation,Central,35997.01,84.23,0.808,0.771,18.51,4,4.1,5749,0.75,22418.59
2022-01-01,1,Email,Seniors (51+),Seasonal Promo,West,28210.37,67.36,0.376,0.868,18.02,3,2.85,6829,0.75,16412.47
2022-01-01,1,Google Ads,Middle-Aged (36-50),Lead Generation,South,17995.49,87.54,0.4,1.129,25.8,3,3.53,2701,0.75,14265.21
2022-01-01,1,Social Media,Young Adults (26-35),Seasonal Promo,North,20955.48,75.47,0.788,0.978,0.1,3,3.39,2671,0.75,16721.11
2022-01-01,1,Print,Middle-Aged (36-50),Brand Awareness,West,12035.81,37.03,0.512,0.814,5.7,4,3.25,4534,0.75,5667.71
2022-01-01,1,Google Ads,Youth (18-25),Product Launch,East,78864.85,73.47,0.528,0.93,6.59,1,2.91,1307,0.75,48201.7
2022-01-01,1,Google Ads,Middle-Aged (36-50),Brand Awareness,Central,3043.62,38.0,0.789,0.908,28.5,1,3.92,7107,0.75,5433.38
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,North,15361.99,60.26,0.492,0.983,4.61,5,4.01,2216,0.75,10516.87
2022-01-01,1,TV,Middle-Aged (36-50),Seasonal Promo,West,14257.3,98.18,0.645,0.963,1.11,3,4.02,5877,0.75,16373.09
2022-01-01,1,Email,Young Adults (26-35),Lead Generation,North,30130.11,85.9,0.169,1.018,16.03,1,4.27,8243,0.75,19979.32
2022-01-01,1,Social Media,Youth (18-25),Retargeting,East,5745.35,45.75,0.243,0.993,15.86,5,4.36,1317,0.75,5333.9
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,South,2336.31,85.16,0.424,1.136,25.32,2,2.78,7406,0.75,3740.87
2022-01-01,1,Email,Youth (18-25),Seasonal Promo,West,15628.06,56.21,0.496,1.042,28.47,3,4.12,623,0.75,9569.78
2022-01-01,1,Email,Middle-Aged (36-50),Brand Awareness,North,17698.42,88.96,0.873,1.046,16.16,1,3.89,8854,0.75,11318.8
2022-01-01,1,Social Media,Middle-Aged (36-50),Brand Awareness,North,59254.64,84.08,0.877,1.117,27.9,1,3.89,8978,0.75,33653.79
2022-01-01,1,Print,Middle-Aged (36-50),Lead Generation,North,3750.48,71.62,0.781,0.961,21.75,1,3.74,9607,0.75,3129.38
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,South,42391.1,92.5,0.352,0.874,7.94,5,3.52,6931,0.75,25124.64
2022-01-01,1,Google Ads,Youth (18-25),Brand Awareness,North,142545.19,72.05,0.871,1.121,27.85,2,4.06,2927,0.75,64232.0
2022-01-01,1,Radio,Youth (18-25),Lead Generation,Central,9156.64,68.05,0.651,1.014,20.02,3,3.31,3033,0.75,6809.94
2022-01-01,1,Google Ads,Youth (18-25),Lead Generation,Central,3674.08,75.14,0.414,1.014,12.42,1,4.35,2654,0.75,5550.53
2022-01-01,1,Email,Seniors (51+),Brand Awareness,North,8893.05,81.17,0.661,0.937,20.41,4,3.55,13762,0.75,5093.86
2022-01-01,1,Google Ads,Young Adults (26-35),Retargeting,Central,13548.15,82.99,0.113,0.938,12.04,3,,26653,0.75,11034.05
2022-01-01,1,Social Media,Young Adults (26-35),Seasonal Promo,West,23477.27,64.11,0.217,1.085,3.43,4,3.86,5347,0.75,17870.55
2022-01-01,1,Print,Youth (18-25),Brand Awareness,Central,7395.34,54.06,0.764,1.098,21.57,5,3.21,1829,0.75,6388.66
